"emp_no","last_name","first_name","sex","salary"
453798,"Chorvat","Sangeeta","M",40000
400722,"Murthy","Harngdar","F",50489
273450,"Randt","Marco","F",40000
205004,"Lueh","Masadi","F",40000
253470,"Usery","Odysseas","M",40000
442191,"Shackell","Apostol","M",54811
435619,"Bierbaum","Kazuhito","F",58974
61623,"Luce","Xiaoqiu","F",48792
280557,"Hofmeyr","Paloma","M",53152
464418,"Pelz","Charmane","M",40000
221283,"Lindenbaum","Tadahiro","M",43367
11149,"Imataki","Domenico","M",99680
49674,"Haumacher","Yinlin","M",49005
264859,"Kusakabe","Lidong","M",40000
435360,"Rassart","Jixiang","M",42115
75090,"Rando","Fay","M",97656
459494,"Lally","Arco","M",45163
62259,"Rajaraman","Mads","F",41764
274318,"Benzmuller","Utpal","M",40000
435843,"Gammage","Fei","F",40000
45393,"Narahara","Lene","M",40000
202855,"Gulik","Yuguang","M",45374
36011,"Czaja","Yahiko","M",53228
101393,"Lukaszewicz","Mountaz","F",57668
473538,"Juneja","Juichirou","F",60927
292346,"Ranka","Gad","M",40000
56218,"Douceur","Yuguang","M",81350
221077,"Ruther","Pascal","F",61639
100967,"Perelgut","Chikara","M",40000
43644,"Syrzycki","Lech","F",43728
230230,"Halevi","Ipke","F",45716
427461,"Meriste","Aloke","M",40000
292218,"Henders","Herb","M",60078
99349,"Versino","Irene","F",56621
414899,"Ferriere","Cristinel","M",56145
51953,"Yeung","Sasan","M",52761
485270,"Conti","Toshimi","F",40000
409077,"Ranon","Freyja","M",51839
79654,"Cyne","Ingemar","M",40000
225577,"Rodier","Werner","F",52801
251892,"Engberts","Subhankar","M",46913
492082,"DasSarma","Sanjeeva","F",50319
209713,"Heping","Nahla","F",40000
102107,"Koshino","Taiji","M",40000
238244,"Rosca","Richara","F",64012
268284,"Picel","Christophe","F",40000
36534,"Munch","Yongmao","F",40000
244352,"Erni","Guoxiang","M",40000
282860,"Lunt","Tesuya","M",40000
471793,"Roison","Bingning","F",40434
84249,"Langford","Alselm","M",47570
412967,"Schahn","Paraskevi","M",62762
64912,"Hagimont","Yahiko","M",54478
412232,"Paciorek","Radhika","F",40000
204913,"Takanami","Dines","F",51808
459369,"Slaats","Pradeep","M",74951
66288,"Gire","Pramod","F",40000
459391,"Negoita","Rayond","M",72660
473997,"Penn","Takanari","M",61591
295630,"Orlowski","Chiranjit","F",48860
53539,"Mansanne","Sangeeta","M",40000
480701,"Vrecion","Bluma","F",79680
262787,"Renear","Boguslaw","M",70966
474736,"Hebden","Aran","F",77476
238482,"Muntz","Teiji","M",54925
440998,"Barvinok","Indrajit","F",77523
239342,"Klyachko","Kolar","M",52683
231076,"Kirkerud","Mabry","M",68835
457673,"Chleq","Saeko","F",45772
208622,"Ponthieu","Ute","M",43950
255158,"Cummings","Piyawadee","M",40000
468882,"Bade","Serge","M",76276
477557,"Plessier","Amalendu","F",41158
265651,"Sherertz","Cordelia","M",40000
92046,"Szmurlo","Aksel","F",40000
68480,"Jenevein","Gudjon","F",40000
445711,"Wilharm","Collette","M",40000
407765,"Clemencon","Gully","F",40000
434871,"Ramaiah","Debatosh","M",74476
76088,"Radhakrishnan","Jiong","F",40000
273636,"Baba","Morrie","F",46948
488082,"Hettesheimer","Zhanqiu","M",49166
265950,"Schicker","Eishiro","M",47582
411782,"Winter","Nikolaos","M",40000
431615,"Kakkar","Gou","M",40000
68249,"Delaune","Udo","M",40000
400443,"Basagni","Weijing","M",55443
448771,"Varker","Nitsan","F",63539
409322,"Khasidashvili","Shahaf","F",53005
262067,"Kakkad","Fay","M",40000
57592,"Wendorf","Heng","M",40000
428592,"Diderrich","Noritoshi","F",51359
59555,"Peot","Augustine","F",40000
295956,"Nitta","Indrajit","M",56303
225946,"Kleiser","Divier","F",61870
404814,"Brookner","Mohd","F",40000
259591,"Shinomoto","Oddvar","M",40000
59443,"Cardazo","Vitaly","F",43594
67920,"Vadhan","Mong","M",40000
53581,"Peot","Mabhin","M",85645
224246,"Rettelbach","Shridhar","M",40000
95324,"Kopetz","Cullen","F",40000
230188,"Krychniak","Snehasis","M",40000
484592,"Bail","Geraldo","M",65938
14747,"Leppanen","Toong","M",75144
294957,"Famili","Dulce","M",40000
250310,"Kalsbeek","Shir","M",40000
237520,"Boyle","Lene","M",56590
249234,"Borstler","Noritoshi","M",40000
60001,"Peyn","DAIDA","M",67687
227841,"Itzfeldt","Pramod","F",40000
400203,"Neimat","Marl","M",56514
255448,"Businaro","Stevo","F",41776
105380,"Ramras","Lijie","M",40000
449418,"Karlin","Baruch","M",40354
278875,"Muntz","Mariangiola","M",45562
268169,"Emiris","Gretta","F",40000
86203,"Setia","Giao","M",58405
459532,"Cusworth","Bouchung","M",40000
440543,"Schlegelmilch","Pragnesh","F",61245
23352,"Krone","Jaewoo","M",55910
98703,"Akaboshi","Stella","M",60126
22430,"Eugenio","Sangeeta","F",52279
265619,"Shanbhogue","Premsyl","M",65384
468365,"Crooks","Chinho","M",49470
255572,"Stamatiou","Brewster","M",71153
233503,"Schlenzig","Yongqiao","M",42893
493065,"Grabner","Adib","M",40000
433495,"Snedden","Xiping","F",43932
44970,"Lorho","Atilio","M",40000
72008,"Wrigley","Soenke","F",40000
84285,"Velardi","Jaroslava","F",40000
208091,"Ventosa","Shuzo","M",79992
402415,"Gonthier","Huei","M",55915
79631,"Merli","Yucel","F",42303
223089,"Matzat","Mikhail","F",40000
17559,"Papastamatiou","Annemarie","M",53573
297286,"Luiz","Zito","F",55325
202806,"Tokunaga","Saeko","M",86470
455537,"Rassart","Jackson","F",49572
478008,"Waschkowski","Weiyi","F",52091
483838,"Kavanagh","Sham","F",40000
427982,"Jumpertz","Froduald","M",54444
226067,"Benner","Baruch","F",101626
401122,"Kushner","Elliott","M",46030
217348,"Ariola","Remko","M",63844
27933,"Zeilberger","Garnik","M",66820
440782,"Ponthieu","Munehiko","M",67991
246114,"Kabayashi","Oscar","M",65178
407904,"Callaway","Cordelia","M",83163
290351,"Anick","Shrikanth","F",51881
492812,"Tagansky","Arno","M",51224
70143,"Raczkowsky","Monique","F",61565
280895,"Perelgut","Huai","M",51599
256132,"Cannane","Otilia","M",40000
441591,"Kruskal","Weiru","F",40000
286144,"Birke","Rutger","M",40000
28494,"Ratzlaff","Luerbio","M",41814
14808,"Billingsley","Pragnesh","M",40000
494873,"Dusink","Martijn","M",48201
109609,"Peot","Ebru","M",40000
53769,"Paciorek","Douadi","M",40000
447300,"Pena","Gritta","M",40000
406666,"Cusworth","Subhankar","F",40000
22400,"Magalhaes","Adhemar","M",57003
445314,"Caine","Adel","M",50639
457720,"Asser","Masali","F",40000
94134,"Lorho","Geoffry","M",64510
452468,"Servieres","Ronghao","F",65270
53599,"Parfitt","Chuanti","M",53274
264733,"Ghazalie","Ioana","M",55817
12472,"Madeira","Leah","F",70082
272185,"Radhakrishnan","Rimli","F",45993
281375,"Azadmanesh","Pragnesh","M",43783
270725,"Garigliano","Wuxu","M",43587
230617,"Mandell","Shunichi","M",43319
291427,"Yavatkar","Stepehn","F",40000
106437,"Gajiwala","Yonghoan","F",56238
73734,"Rodite","Zhongwei","M",66545
251972,"Hutter","Kousuke","M",68228
13970,"Passafiume","Howell","F",73416
465368,"Fioravanti","Arra","M",56219
429404,"Tischendorf","Lillian","M",55831
463108,"Weisert","Sanjeeva","M",40000
49403,"Munke","Arif","M",58344
441096,"Panwar","Akemi","F",78952
434098,"Kuzuoka","Martien","M",71395
453881,"Nilsson","Selwyn","M",51655
33040,"Karner","Morris","F",48200
482447,"Kusakari","Sanjai","F",40000
242925,"Yemenis","Takahira","F",59506
18135,"Bahl","Hugh","F",59507
255755,"Vingron","Shuky","M",40000
66547,"Chinen","Conor","F",83148
248266,"Serra","Siamak","M",40000
54022,"Hasham","Chenye","F",40000
216093,"Papastamatiou","Gadiel","M",80434
423669,"Lakshmanan","Ung","M",54553
297307,"Trelles","Michaela","F",43547
108412,"Ertl","Izaskun","F",52912
420737,"Andreotta","Becky","F",82856
281189,"Coombs","Constantine","F",47543
66648,"Oxenboll","Arno","F",62196
432519,"Sethi","Kauko","M",47892
17077,"Quittner","Hironoby","F",72912
25073,"Compeau","Yakichi","M",43484
293906,"Spataro","Feiyu","M",45159
202113,"Hambrick","Manohar","F",51779
63989,"Camurati","Ebbe","M",40000
108684,"Peternell","Yoshinari","F",40000
413517,"Beausoleil","Sajjad","F",40000
213159,"Picco","Arto","F",83962
291465,"Haldar","Anyuan","M",40000
37795,"Hanabata","Ranga","F",40000
424917,"Thiran","Abdelkader","F",40000
464143,"Bruckman","Nirmal","F",40000
103294,"Lodder","Basant","F",40000
466610,"Billingsley","Jovan","F",40000
455954,"Bodoff","Makato","M",62232
459270,"Rajaraman","Greger","F",81228
210004,"Miculan","Elgin","M",64732
217666,"Rossi","Geraldo","F",72422
426277,"Junet","Gro","M",66564
223792,"Ghelli","Juyoung","F",55986
236727,"Staylopatis","Duri","M",78534
95781,"Lichtman","Bowen","F",40000
236115,"Steinauer","Shigeaki","F",51090
422368,"Rahimi","Pohua","M",61829
39434,"Unni","Shiv","M",52963
271021,"Snedden","Yurij","F",40000
226971,"Rosin","Taegyun","M",40000
44718,"Farris","Mohan","M",45221
465872,"Litzler","Maria","M",40000
405513,"Imataki","Paddy","M",40000
278022,"Fandrianto","Conor","F",40000
437229,"Lorin","Mohit","M",43009
475048,"Anger","Sumant","M",76872
90093,"Schwabacher","Richara","M",67254
63318,"Granlund","Kyoichi","F",40000
217929,"Juneja","Yinlin","M",60494
495334,"Gajiwala","Shuky","M",44450
237112,"Gente","Otilia","M",40000
427861,"Comyn","Chuanyi","M",45877
72375,"Mukaidono","Goo","F",40000
264001,"Mapelli","Khalil","F",49620
265134,"Ventosa","Ulf","M",89855
460608,"Anguita","Boalin","M",78537
407918,"Morrow","Susumu","F",64826
435339,"Kossowski","Jackson","F",56389
15915,"Rahimi","Freyja","F",40000
264370,"Schapire","Brigham","M",40000
445117,"Jording","Wojceich","F",53118
451113,"Yetto","Zhaofang","M",40000
81666,"Zastre","Holgard","F",45721
97877,"Lagarias","Tadahiro","M",60082
270612,"Suri","Weijing","M",59645
32321,"Rodite","Hairong","M",53604
449457,"Guting","Nakhoon","M",52970
415932,"Delgrossi","Gita","M",40000
15481,"Wixon","Barun","M",73147
31235,"Suessmith","Alejandra","F",44867
230545,"Baba","Bokyung","F",53459
298226,"Detkin","Shaleah","F",70903
294995,"Iacovou","Sumali","M",59554
287309,"Swan","Przemyslawa","M",53190
465625,"Piveteau","Claudi","M",49259
75277,"Demri","Arne","F",87230
43914,"Reghbati","Elvia","M",42256
102026,"Herath","Ioana","M",49268
419541,"Junot","Kazuhiko","F",60863
462527,"Decleir","Steve","M",40000
101358,"Katalagarianos","Amstein","M",49463
56535,"Hasenauer","Shuky","M",67380
489591,"Varman","Genta","M",60003
38070,"Cullers","Martina","M",49500
445310,"Kossowski","Leaf","M",40000
441081,"Selenyi","Shichao","F",63213
238396,"Holburn","Kinh","M",65589
10581,"Prochazka","Odinaldo","F",46569
487707,"Murtha","Karlis","F",40000
217851,"Rodite","Jaques","F",44198
232427,"Rouquie","Sasan","M",40000
241622,"Grospietsch","Mara","M",68151
28141,"Senzako","Shigehito","F",54543
55967,"Pena","Hongzhu","M",59191
455824,"Passafiume","Ibibia","M",40512
222295,"Ermel","Maha","F",55594
266881,"Sabnani","Mokhtar","M",40000
45027,"Broomell","Gina","F",44263
288282,"Luby","Leen","M",54164
429529,"Heping","Serenella","M",52532
62560,"Wrigley","Nimmagadda","F",40000
467142,"Schapiro","Nikolaus","M",48592
415686,"Beutelspacher","Uwe","M",67632
276172,"Morrow","Mohammed","F",40000
233855,"Veldwijk","Rafail","M",40000
284944,"Lenart","Bodh","F",42290
456277,"Smeets","Cheong","M",40000
90549,"Rosenbaum","Alagu","M",57084
30593,"Sambasivam","Gao","F",40000
209542,"Serra","Somnath","M",40000
86578,"Poujol","Evgueni","M",66666
28492,"Srimani","Heather","F",40620
241907,"Cyne","Eberhardt","M",50265
87490,"Schapiro","Tsuneo","M",54228
496798,"Yetto","Constantino","M",80893
210017,"Lovengreen","Shalesh","M",40000
244625,"Zallocco","Alejandro","M",70633
489582,"Ozeki","Pranav","M",52015
104282,"Unno","Nathan","F",40000
96848,"Ranst","Khalid","F",40000
92479,"Leuchs","Jinpo","M",40000
264220,"Plump","Rosine","F",73313
259681,"Glinert","Marc","M",60309
54113,"Tibblin","Manibrata","F",47274
289453,"Simmel","Gilbert","F",40000
403863,"Debuse","Steve","F",55960
201289,"Peroz","Oldrich","M",73977
207437,"Prenel","Kristen","M",74611
418945,"Michaels","Taisook","F",40000
278572,"Fordan","Serif","M",45947
109513,"Erol","Shimshon","M",70813
79451,"Chvatal","Chanjung","M",40000
96614,"Gniady","Aral","M",55683
468224,"Luce","Giri","F",70419
104619,"Heijenga","Feipei","M",43641
496437,"Joslin","Masaru","M",45747
231074,"Koblitz","Demos","F",70060
47469,"Sluis","Ugo","F",40000
453412,"Pappas","Insup","F",82520
456092,"Denos","Nadjib","F",67132
56100,"Pappas","Remmert","M",66910
54345,"Stille","Munir","M",79216
109504,"Sewelson","Shai","M",40000
207296,"Rodham","Karsten","M",40519
444017,"Strehl","Geraldo","F",73064
466311,"Badr","Gou","F",87385
296006,"Sinicrope","Hitofumi","M",82554
228006,"Strandh","Tonia","M",41746
490507,"Heusch","Junichi","M",60027
494256,"Ginesta","Tooru","M",55801
233164,"Zielinski","Conal","M",40000
217009,"Hebert","Roddy","M",40000
210769,"Cincotta","Eckart","F",40000
223215,"Vieri","Wojceich","M",69929
487453,"Bellmore","Phillip","F",55341
240303,"Wielonsky","Shigeo","M",85384
108888,"Boudaillier","Halsur","M",66018
227536,"Pileggi","Jamaludin","F",50702
269768,"Rusterholz","Khaled","F",53875
290002,"Katzenelson","Lillian","M",46351
236674,"Schaaf","Emdad","F",40000
478050,"Picht","Nechama","F",75738
421224,"Atrawala","Ebru","M",85919
20699,"Spell","Garnet","F",40000
434276,"dAstous","Qunsheng","M",40000
49665,"Hanabata","Mototsugu","F",53075
38889,"Hofting","Yuuichi","F",54208
293691,"Haumacher","Toshimi","F",80584
24288,"Merro","Gaurav","F",47741
283543,"Nastansky","Suebskul","M",78207
230286,"Linnainmaa","Clyde","M",74095
275964,"Shrader","Dines","M",49840
280265,"Stanger","Xiaoqiu","M",54123
28295,"Luef","Babette","M",40000
239447,"Nations","Tremaine","M",51577
269827,"Denti","Hatim","M",59918
427606,"Ducloy","Guenter","M",42082
256834,"Eickenmeyer","Guozhong","F",40000
256477,"Eppinger","Moie","F",40000
67375,"Juneja","Elvia","M",40000
422423,"Standera","Rutger","F",44934
23455,"Sethi","Aemilian","F",44109
75118,"Pappas","Steen","F",113797
33683,"Bail","Susanne","M",40000
488127,"Czaja","Matt","M",61349
87742,"Rande","Elvis","F",88015
36806,"Claffy","DAIDA","F",41828
215161,"Lally","Ymte","F",59087
482308,"Georg","Shietung","M",71343
49419,"Plavsic","Mrinalini","M",40000
444477,"Bolotov","Koichi","M",67539
106354,"Moehrke","Fabrizio","M",66084
65380,"Thibadeau","Kellie","M",40000
69346,"Benzmuller","Tooru","M",54600
266192,"Swan","Izaskun","M",47934
292092,"Navazio","Lijia","F",46460
494484,"Zockler","Tsvetan","M",40000
38555,"Terlouw","Vasilis","M",58172
292401,"Makrucki","Sven","M",40000
455302,"Deverell","Yaghout","M",40000
405349,"Monkewich","Lucien","M",51431
251681,"Farrel","Xinyu","M",44627
261039,"Makrucki","Angel","M",61237
231872,"Mitzlaff","Sadegh","F",40000
258827,"Pusterhofer","Zhiguo","F",70429
455411,"Chandrasekhar","Yuuichi","M",68814
487669,"Schapire","Kazuhito","M",40000
400966,"Percebois","Izaskun","M",54125
473147,"Kroha","Shigenori","M",65554
105512,"Cincotta","Sreekrishna","F",40000
47713,"Ghazalie","Dante","F",40000
435690,"Wynblatt","Zhonghua","F",68350
75228,"Bierman","Sadok","M",40560
452221,"Hainaut","Xinyu","M",65502
248993,"Daescu","Terresa","M",51826
294938,"Baar","Dines","M",50333
29228,"Guerreiro","Leszek","M",40000
19631,"Haldar","Rasikan","F",40000
466881,"Panwar","Zhiguo","M",53458
79296,"Tanemo","Jahangir","F",79270
26609,"Badr","Yongmin","F",43169
234665,"Matzov","Shuho","F",40000
479832,"Coors","Adin","M",80265
71176,"Kitai","Kaijung","M",40000
226819,"Ernst","Shai","M",40000
467915,"Sury","Chriss","M",48323
92067,"Barvinok","Nevio","F",64497
54857,"Lichtner","Ortrun","M",40000
474564,"Rodiger","Bojan","F",40000
219132,"Guardalben","Tze","F",40000
270226,"Peres","Collette","F",43428
224189,"Litzkow","Alassane","M",49010
56851,"Georg","Trygve","M",48615
94860,"Viele","DAIDA","F",40000
423766,"Scallan","Kasturi","M",40000
40530,"Asmuth","Visit","M",53511
280359,"Stamatiou","Urs","F",67415
298108,"Dusink","Bodh","F",92256
474110,"Bellmore","Erez","M",40000
494209,"Gurbaxani","Tsuneo","M",72472
405901,"Boreale","Tsutomu","M",63655
282301,"Angelopoulos","Sanjiv","F",40000
427021,"Bratsberg","Gritta","F",59943
30798,"Rullman","Prasadram","M",46997
473481,"Attimonelli","Dinkar","M",40000
433586,"Chaudhuri","Deborah","M",46111
245368,"Syang","Jamaludin","F",57760
76842,"Byoun","Huican","M",50281
83813,"Makinen","Qiwen","F",56646
271508,"Cappello","Toong","M",47007
21399,"Covnot","Souichi","M",42619
258178,"DeMori","Fei","F",46950
489422,"Norsworthy","Surveyors","F",40000
236851,"Strandh","Jackson","F",50667
447242,"Keustermans","Gino","M",52764
103579,"Woycyznski","Zeljko","M",40000
498624,"Peral","Berna","F",68294
95853,"Flasterstein","Manton","F",40000
458469,"Kalorkoti","Bluma","F",43061
92633,"Molberg","Adit","M",52501
53136,"Vidal","Moheb","M",40000
493220,"Zweizig","Manohar","F",71142
47210,"Nittel","Richard","M",40000
475081,"Kawashimo","Chiranjit","M",40000
24927,"Mapelli","Yonghoan","F",45855
240770,"Erman","Gino","M",47878
85393,"Gide","Toong","M",42484
416783,"Makrucki","Kagan","M",78442
468867,"Kawashimo","Xudong","M",44470
457864,"Copas","Soenke","M",72188
411659,"Rubsam","Shigeaki","M",87138
291672,"Brodal","Ramachenga","F",49379
67984,"Hebert","Padma","M",44127
479165,"Pauthner","Chirstian","M",55691
25970,"Lorin","Mantis","M",68389
290899,"Merks","Yongdong","M",48249
453771,"Belinskaya","Aimee","M",70312
26908,"Rohrbach","Owen","M",49065
420184,"Lorys","Berna","M",40000
30347,"Heuter","Kendra","M",52167
36988,"Pepe","Wayne","F",82219
465064,"Goodrum","Manu","M",50322
40753,"Benaini","Raimond","F",72886
58922,"Flexer","Stafford","F",51535
225884,"Aamodt","Anwar","M",50341
475379,"Baik","Shaowei","M",40000
415357,"Curless","Ramalingam","M",40000
475679,"Akazan","Arve","M",73457
104311,"VanScheik","Alain","F",71986
403221,"Karcich","Arto","M",57030
228385,"Kushnir","Diederik","F",40000
48937,"Akazan","Kensei","M",50112
239467,"Schaap","Kousuke","F",55917
107284,"Baaz","Barton","M",40000
247666,"Senzako","Niranjan","F",40000
33105,"Bergere","Stafford","F",40000
432527,"Rosar","Phuoc","F",44872
101232,"Viele","Becky","M",40000
31127,"Puppo","Mizuhito","M",101146
20980,"Biran","Khatoun","M",58673
42446,"Dahlbom","Munehiko","M",49715
30214,"Demir","Patricio","M",61524
102597,"Vidal","Waiman","M",50203
17762,"Luiz","Jahangir","M",40000
253169,"Kambil","Kenton","F",40000
453445,"Bernardeschi","Anneli","F",71821
16837,"Chleq","Angus","M",60782
425158,"Andreotta","Temple","M",46762
12345,"Mellouli","Xuedong","F",42222
273347,"Khalil","Shawna","M",40000
279032,"Kalloufi","Huican","M",45421
239445,"Sifakis","Subbu","M",56535
38043,"Randi","Michaela","M",49927
480013,"Dymetman","Rosita","M",51980
422341,"Kalafatis","Uta","M",41008
283566,"Trogemann","Candido","M",52952
402041,"Yavatkar","Theirry","M",74861
430235,"Gaughan","Nikolaus","M",40000
279292,"Frijda","Miomir","M",54761
459897,"Tokunaga","Aram","F",56303
30146,"Cardazo","Chikako","M",40000
287121,"Litvinov","Weidon","F",68226
430089,"Peltason","Shih","M",40000
424783,"Jiang","Tomokazu","M",50748
60345,"Przulj","Fusako","M",63035
487185,"Back","Baoqiu","M",63276
36151,"Nyrup","Adil","F",44952
435194,"Cronan","Hausi","M",75538
57116,"Shumilov","Aimee","M",43282
87875,"Reeker","Anneli","F",40000
484537,"Hempstead","Hideo","M",44124
206463,"Roohalamini","Saeko","F",55694
92938,"Brickell","Kristin","F",55123
441393,"Lortz","Genevieve","M",47437
256586,"Christianini","Guoxiang","M",40000
437132,"Mitzlaff","Sanjit","M",59835
441706,"Bale","Shuho","F",43613
203214,"Kilgour","Paraskevi","M",76135
66354,"Mundy","Danel","F",40000
485034,"Zeleznik","Oguz","M",85612
92958,"Vandervoorde","Limsoon","F",53421
81027,"Zhang","Qunsheng","F",42559
20971,"Chaudhuri","Toshimi","F",81026
205259,"Herber","Yonghoan","F",40000
75999,"Eldridge","Richard","F",40000
279926,"Anido","Shaowen","M",40000
14017,"Pavlopoulou","Candido","M",42371
75213,"Quadeer","Heejo","M",63349
262698,"Szmurlo","Sanjiv","F",40000
30965,"Vakili","Junsik","M",54589
464198,"Kawashima","Kwok","F",54238
49744,"Thimonier","Narain","M",56649
231149,"Leslie","Valery","M",53228
297922,"Tanemo","Xumin","M",40000
98471,"Prampolini","Berna","M",43608
105714,"Sifakis","Yuichiro","M",63771
22910,"Cummings","Shawna","M",72381
468918,"Felcyn","Douadi","F",55492
65691,"Seuren","Giap","F",60951
298543,"Schapiro","Youpyo","F",59585
419974,"Mahnke","Kamran","M",53172
480266,"Luby","Xinan","F",47349
401133,"Qiwen","Cedric","F",40341
39841,"Waschkowski","Naftaly","M",40000
205559,"Portugali","Herbert","F",66031
254366,"Bazzichi","Brendon","M",44253
457597,"Berstel","Manton","F",40404
29909,"Menyhert","Arvind","M",84117
240591,"Erde","Jianhua","M",40000
288990,"Serna","Shigeichiro","M",56793
486053,"DuCasse","Kannan","F",56914
453978,"Ouhyoung","Jaques","F",40000
59541,"Syrzycki","Mihalis","M",40000
217794,"Templeman","Pintsang","M",74333
439993,"Ritzmann","Karlis","F",40000
47403,"Menhoudj","Mohit","M",75240
491767,"Leslie","Naftaly","M",55222
31688,"Edelhoff","Ottavia","F",40000
283691,"Reinhart","Licheng","F",47175
248465,"Vidal","Shigehiro","F",49596
477917,"Jonsson","Junsik","M",75860
29067,"Ligten","Masami","M",78822
417627,"Papadias","Masako","F",46008
108266,"Noriega","Florian","M",40000
45330,"Mawatari","Anoosh","F",40000
109459,"Soloway","Adas","M",72730
410587,"Spataro","Marl","M",51657
89586,"Ramsak","Denis","F",57731
434537,"Frolund","Bader","M",40000
461228,"Rassart","Sven","M",47308
83621,"Morton","Youssef","M",56808
20439,"Nishimukai","Danel","F",40000
420960,"Chenoweth","Ebbe","M",66336
445201,"Alblas","Randi","F",42975
462825,"Litzkow","Jeong","F",66320
279266,"Knightly","Krister","M",70626
51468,"Rossi","Wojceich","F",40000
260903,"Koblick","Soenke","M",40000
495346,"Stenning","Susanta","F",40000
467605,"Melichar","Piyush","F",67448
485615,"Beznosov","Tadahiro","M",77786
44831,"Vuskovic","Khalil","M",43406
34465,"Unni","Marek","F",40000
478467,"Kawashima","Alois","M",55671
262781,"Fontet","Weiru","F",96817
31136,"Cullers","Aloys","M",40909
61941,"Joslin","Mohammed","M",74469
68408,"Panienski","Yuqun","M",40636
95517,"Varman","Girolamo","F",40000
259800,"Demri","Boalin","M",54961
206852,"Glowinski","Shridhar","F",40000
270503,"Hellwagner","Subhada","M",40000
468544,"Papadias","Cullen","M",60083
204169,"Ozery","Weiyi","M",40000
70807,"Spieker","Charmane","F",40000
53460,"Landherr","Rasiah","M",49393
495499,"Onuegbe","Filipp","M",40000
213279,"Brandsma","Shawna","M",61841
237450,"Haraldson","Mircea","M",46083
263485,"Bazzichi","Parviz","M",88696
46490,"Panwar","Yoshinari","M",40000
452393,"Openshaw","Hisao","M",71072
81080,"Mungall","Zsolt","M",54638
226978,"Remmele","Satyanarayana","M",56778
25320,"Minakawa","Nevin","F",40000
417433,"Maccarone","Kristina","M",68771
108822,"Senzako","Sachem","F",55122
290639,"Delgrande","Sreenivas","M",56234
224897,"Verhoeff","Gor","M",86038
294433,"Oskamp","Tse","M",67066
261264,"Lally","Manu","M",60149
205945,"Larfeldt","Ottavia","M",40000
233162,"Benantar","Xiadong","M",78605
45848,"Sherertz","JiYoung","M",82481
463705,"Biron","Xudong","M",66657
95915,"Marsiglia","Ung","F",41126
274833,"Krohm","Chikako","M",40000
13562,"Cooley","Mary","M",40000
200156,"Crouzet","Jeong","M",49086
259850,"Chiodo","Masaru","M",42329
297051,"Danner","Hauke","M",40000
245772,"Shobatake","Mario","F",40000
227103,"Nishimukai","Junichi","M",73231
75582,"Pouyioutas","Gudjon","M",49567
271997,"Koshiba","Werner","M",93683
251078,"Berstel","Maren","F",40000
57600,"Merey","Sachin","M",40000
255483,"Kohling","Lidong","M",73491
37964,"Paciorek","Deborah","M",40000
203226,"Picel","Somnath","M",53188
201790,"Gente","Mary","F",65528
484469,"Undy","Yechiam","F",55488
410903,"Yeung","Zhilian","M",40000
243928,"Brendel","Paloma","F",68165
12969,"Angot","Mohan","F",59876
295805,"Begiun","Tadahiro","M",74023
428987,"Rusmann","Yoshimitsu","M",40856
234951,"Kornatzky","Sampalli","F",58709
460319,"Falck","Arvind","F",40000
11224,"Mitzlaff","Hugo","F",40000
468360,"Saoudi","Huei","M",40000
72650,"Muniz","Rasikan","M",84371
14685,"Kawashimo","Deborah","F",78005
103473,"Preusig","Alselm","M",65669
256184,"Gyorkos","Brigham","M",40000
219921,"Oehlmann","Debatosh","M",40000
84287,"Pramanik","Yinlin","M",41073
19828,"Maliniak","Dannz","M",48504
417406,"Ducloy","Tokuyasu","M",74586
261481,"Oehlmann","Zejun","M",40000
71039,"Baak","Herb","M",40000
47194,"Foong","Valery","F",64127
35776,"Fujisaki","Martien","M",53730
413914,"Covnot","Rajmohan","F",40000
250648,"Besancenot","Youjian","M",75247
407659,"Swiler","Remko","M",40000
93344,"Escriba","Bernardo","F",74129
221783,"Chenney","Qunsheng","M",45921
426171,"Pargaonkar","Oscal","M",40000
237787,"Isaac","Bernardo","F",40000
438929,"Wroclawski","Behnaam","M",64444
465999,"Kusakari","Nahla","F",79881
86161,"Vernadat","Mats","M",40000
36049,"Peltason","Chenxi","M",43985
238091,"Keohane","Badri","M",104522
464678,"Kitsuregawa","Marin","F",69437
213415,"Mahmud","Baziley","M",78655
31590,"Maksimenko","Leucio","F",53373
202816,"Schaap","Huai","M",40000
280352,"Kitai","Arun","F",85273
485372,"Staudhammer","Mingdong","M",40000
88899,"Gyorkos","Shigehito","M",65952
491320,"Andreotta","Paloma","M",57273
73717,"Sury","Bernt","F",40000
41067,"Benzaken","Munehiro","F",40000
265246,"Ferriere","Christoper","F",57336
52149,"Broomell","Greger","M",40000
430214,"Pokrovskii","Zorica","M",73353
242178,"Giveon","Masali","M",52550
475454,"Rosenbaum","Eberhardt","M",40000
298267,"Benner","Uwe","F",62525
291202,"Narwekar","Shimshon","F",46834
433595,"Nishimukai","Sergi","F",75095
214148,"Bisiani","Masoud","M",70319
480368,"Muchinsky","Huiqun","M",71986
237862,"Sigstam","Byong","M",40000
418822,"Tomescu","Zsolt","F",48969
467980,"Braunmuhl","Tze","M",45893
99999,"Lammel","Gila","M",65791
65849,"Reeken","Selwyn","F",71398
89528,"Schwaller","Toney","M",55737
232307,"Redmiles","Atreyi","M",70275
63144,"Pesch","Kwangho","F",55405
